cell,rpt_seq,rpt_key,Ah_throughput,Cn_Si,Cn_Gr,x100,Cp,y100,Cn,LLI,x0,y0,alpha,R,Un0,Un100,x0_si,x0_gr,x100_si,x100_gr,lli_theta,si_scale_a,si_shift_b,success,cost,nfev,message,Qcc_max_meas,rmse_v_global,rmse_v_weighted,rmse_dvdq_global,rmse_dvdq_weighted,flag_bad_qmax,flag_peak_missing,flag_fit_suspect,feature_definition,dvdq_sg_window_used,dvdq_sg_poly_used,is_calendar,day,source_file,transition_soc,transition_reason,transition_n_candidates,transition_n_valid,calendar_day_status,q_at_vmax,q_at_vmin,C_est,model_v_min,model_v_max,v_window_inside_model,Vmax_meas,Vmin_meas,AhTh,C,lli,CnSi,CnGr,RMSE_V,RMSE_dVdQ,cycle_group,calendar_group,aging_type
3,0,2,32.96126599641623,1.0685624512251068,1.5296471988958913,0.9793827881199492,2.677359232387174,0.0255924878379037,2.598209650120998,2.6131620948482293,0.001211477301902,0.974846554492576,0.4112687562280989,,0.8912095257831799,0.0531036031675081,0.0004598751112005,0.0017365224756008,0.9830537043923624,0.9768184502039275,2.6131620948482293,0.903420385992056,0.0333090944460936,True,0.0665832849866023,15,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.5414941392389565,0.0031089438504008,0.0031089438504008,0.0573843761738608,0.0573843761738608,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,0.0,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.4643107104820076,success,2,1,raw_missing_day_preserved,,,,,,,,,32.96126599641623,2.5414941392389565,2.6131620948482293,1.0685624512251068,1.5296471988958913,3.1089438504008,0.0573843761738608,,Cal_100SOC_60C,calendar
3,2,10,59.46738827074768,1.057634443206311,1.427592438389796,0.8478069856426448,2.666705982934632,0.0153123812593221,2.485226881596107,2.1478263298412763,0.0017715529956287,0.8037720065245411,0.4255685672155042,,0.8410097269006351,0.0723170794591595,0.0007128178281351,0.0025559188617284,0.9623943671227422,0.7629147165669802,2.1478263298412763,0.9163231753894177,0.0365315689817557,True,0.1814555482817268,26,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.102589999997157,0.0048705986593524,0.0048705986593524,0.106396217936285,0.106396217936285,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,32.05857638888889,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.555920177142102,success,2,1,raw_missing_day_preserved,,,,,,,,,59.46738827074768,2.102589999997157,2.1478263298412763,1.057634443206311,1.427592438389796,4.8705986593524,0.106396217936285,,Cal_100SOC_60C,calendar
3,3,14,68.51226827073987,1.127828057222967,1.4998245513961086,0.787643180605837,2.777264109015302,0.0129784852119639,2.6276526086190755,2.1056973393485263,0.0015156715045503,0.7567572253367586,0.4292150543506132,,0.865013505354799,0.0729831813688351,0.000662355766932,0.0021573421784034,0.9615884161257428,0.6568410032064927,2.1056973393485263,0.9457882607340468,0.0318901359697511,True,0.2211872634996257,38,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.065669999997212,0.0053480735010226,0.0053480735010226,0.1244444817163892,0.1244444817163892,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,74.82116435185185,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.6006349884612218,success,2,1,raw_missing_day_preserved,,,,,,,,,68.51226827073987,2.065669999997212,2.1056973393485263,1.127828057222967,1.4998245513961086,5.348073501022601,0.1244444817163892,,Cal_100SOC_60C,calendar
3,4,18,77.37101827073216,1.1651784377632368,1.5315608035186474,0.7515822131324255,2.7967287791636304,0.0114936612590242,2.696739241281884,2.058965900424768,0.0012612443777655,0.7349889158122525,0.4320693747198835,,0.8868718222411558,0.0735050949621678,0.0005466371985815,0.0018049021122433,0.9605703396184424,0.592588552436356,2.058965900424768,0.9421971247889972,0.0316201800927558,True,0.2906705674676197,60,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.02341999999733,0.0062259268153346,0.0062259268153346,0.1460725201616953,0.1460725201616953,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,116.8581550925926,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.631056239889193,success,2,1,raw_missing_day_preserved,,,,,,,,,77.37101827073216,2.02341999999733,2.058965900424768,1.1651784377632368,1.5315608035186474,6.2259268153346,0.1460725201616953,,Cal_100SOC_60C,calendar
3,5,22,85.91582827072435,1.184011879998359,1.5344933532665193,0.7266289896371517,2.7999999999999994,0.0077872326198601,2.718505233264878,1.997148962306176,0.001337025556757,0.7119693754761156,0.4355378336264525,,0.8788509390490221,0.0751988902009545,0.0005667825496402,0.0019313434591256,0.958027137039902,0.54808466976707,1.997148962306176,0.9326314417886375,0.0325625152485852,True,0.3612395569327749,74,DE -> LSQ polish | `ftol` termination condition is satisfied.,1.9717099999975147,0.0069079702141062,0.0069079702141062,0.1629109409264794,0.1629109409264794,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,150.82521527777777,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.6593586336994651,success,2,1,raw_missing_day_preserved,,,,,,,,,85.91582827072435,1.9717099999975147,1.997148962306176,1.184011879998359,1.5344933532665193,6.9079702141062,0.1629109409264794,,Cal_100SOC_60C,calendar
3,6,26,94.26839827071686,1.199835325975665,1.535387090865597,0.7017371673598409,2.7999999999999994,0.0032936899182929,2.735222416841262,1.9286295626645455,0.0012968710967781,0.6875294042031732,0.4386609727194616,,0.8810218834032163,0.0847629175995381,0.0005287528388748,0.0018971206532855,0.9418884841957256,0.514073107604519,1.9286295626645455,0.915698001769536,0.0350169669437084,True,0.404609205528105,79,DE -> LSQ polish | `ftol` termination condition is satisfied.,1.9158599999976644,0.0073825352393251,0.0073825352393251,0.1729087359195694,0.1729087359195694,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,187.7400590277778,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.682987055229132,success,2,1,raw_missing_day_preserved,,,,,,,,,94.26839827071686,1.9158599999976644,1.9286295626645455,1.199835325975665,1.535387090865597,7.3825352393251,0.1729087359195694,,Cal_100SOC_60C,calendar
3,8,30,102.33295827070955,1.1776395449719952,1.5234730211578895,0.7000000112410716,2.7999999999999994,0.0027098828218047,2.701112566129885,1.8983664985553723,0.0014100954933553,0.6766277399638672,0.4359831425534775,,0.8711393890317113,0.084934003484632,0.0005749975264774,0.0020556234259561,0.9410028123268211,0.5137060046254184,1.8983664985553723,0.917631460933596,0.0343483188192013,True,0.4029276254346456,39,DE -> LSQ polish | `ftol` termination condition is satisfied.,1.886969999997774,0.0072456088243886,0.0072456088243886,0.1769146239225164,0.1769146239225164,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,209.809875,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell003/cell003_voltage_fit_summary.csv,0.6826841672126754,success,2,1,raw_missing_day_preserved,,,,,,,,,102.33295827070955,1.886969999997774,1.8983664985553723,1.1776395449719952,1.5234730211578895,7.2456088243886,0.1769146239225164,,Cal_100SOC_60C,calendar
4,0,2,33.04510095436046,1.0728462047164928,1.538099383603943,0.9775286791519688,2.6864912858522447,0.024861548756693,2.610945588320436,2.6190645263761825,0.0012224807790029,0.9737134489716374,0.4109033177541747,,0.8902301767724672,0.0541824457321147,0.0004633849061501,0.0017519609510176,0.9818352307000244,0.9745247981719756,2.6190645263761825,0.9032329158483472,0.0331330142994049,True,0.0672108669948277,13,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.5490823614917915,0.0031170783168867,0.0031170783168867,0.0579203353492663,0.0579203353492663,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,0.0,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell004/cell004_voltage_fit_summary.csv,0.4652735964018425,success,2,1,raw_missing_day_preserved,,,,,,,,,33.04510095436046,2.5490823614917915,2.6190645263761825,1.0728462047164928,1.538099383603943,3.1170783168867002,0.0579203353492663,,Cal_80SOC_45C,calendar
4,2,10,60.49910887153624,1.1874407635980242,1.3642365473274638,0.942554036920935,2.6533736527314495,0.0163810470228743,2.551677310925488,2.4485587889070244,0.0011066251693002,0.9217454300313566,0.4653569471789291,,0.8938227390892713,0.0657821059117174,0.0004302718058677,0.0016953277340495,0.9675901291884732,0.9207624520393284,2.4485587889070244,0.896939797581204,0.0281664419651728,True,0.0334591558540247,27,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.4022699999961716,0.0021867173469072,0.0021867173469072,0.0446172685725258,0.0446172685725258,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,29.003679398148147,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell004/cell004_voltage_fit_summary.csv,0.5084563654316469,success,3,2,raw_missing_day_preserved,,,,,,,,,60.49910887153624,2.4022699999961716,2.4485587889070244,1.1874407635980242,1.3642365473274638,2.1867173469072,0.0446172685725258,,Cal_80SOC_45C,calendar
4,3,14,71.29481887152782,1.1932000896023658,1.3514242821337357,0.9310792201807676,2.648225385705208,0.0158394015801182,2.5446243717361012,2.4111931810478735,0.0011030609169272,0.9094340377353534,0.468910108248429,,0.8936212761977602,0.0677439463654844,0.0004286596109174,0.0016985035986942,0.9653432989150574,0.9008275856059412,2.4111931810478735,0.8929793537019141,0.0300189033109898,True,0.0345185497038809,22,DE -> LSQ polish | Both `ftol` and `xtol` termination conditions are satisfied.,2.3664399999963024,0.0022587227389736,0.0022587227389736,0.042718453490491,0.042718453490491,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,True,94.8072476851852,code/diagnostic_algorithm_lifetime_crate/batch_results/A01_cell_lifetime_diagnostics/cell004/cell004_voltage_fit_summary.csv,0.5189356117518983,success,3,2,raw_missing_day_preserved,,,,,,,,,71.29481887152782,2.3664399999963024,2.4111931810478735,1.1932000896023658,1.3514242821337357,2.2587227389736,0.042718453490491,,Cal_80SOC_45C,calendar
