,Q,V,dVdQ,dQdV
0,7.198599563962227e-07,2.8353029156310394,8.608912785857392,0.11615868633758107
1,0.0010007198599563962,2.8441778684141017,8.478903707590787,0.11793977552837925
2,0.0020007198599563962,2.852909352359465,8.350095370649909,0.11975911119709373
3,0.0030007198599563962,2.8614987895799837,8.222487859368456,0.12161769249201504
4,0.004000719859956397,2.869947602289508,8.09608125721287,0.1235165468613709
5,0.005000719859956397,2.8782572128018096,7.970875646782176,0.12545673076755345
6,0.006000719859956397,2.8864290435295006,7.846871109807824,0.12743933040394884
7,0.007000719859956397,2.894464516982961,7.724067727153518,0.129465462412319
8,0.008000719859956396,2.9023650557692533,7.60246557881506,0.1315362745984129
9,0.009000719859956397,2.910132082591049,7.482064743920187,0.13365294664318228
10,0.010000719859956396,2.917767020245546,7.3628653007284175,0.13581669080664407
11,0.011000719859956397,2.925271291623395,7.244867326630894,0.13802875262106884
12,0.012000719859956396,2.9326463197076165,7.128070898150223,0.14029041156977073
13,0.013000719859956397,2.93989352757252,7.012476090940337,0.1426029817473367
14,0.014000719859956396,2.947014338382629,6.89808297978633,0.1449678124966504
15,0.015000719859956397,2.9540101753915984,6.784891638604316,0.14738628901753612
16,0.016000719859956398,2.9608824619411354,6.672902140441277,0.14985983294127408
17,0.017000719859956395,2.967632621459919,6.562114557474925,0.15238990286460283
18,0.018000719859956396,2.9742620774625217,6.452528961013552,0.15497799483613967
19,0.019000719859956397,2.980772253548326,6.344145421495895,0.15762564278739508
20,0.020000719859956398,2.9871645734004444,6.236964008490988,0.1603344188997407
21,0.021000719859956395,2.9934404607846417,6.130984790698028,0.16310593389779843
22,0.022000719859956396,2.999601339548252,6.0262078359462485,0.16594183725875059
23,0.023000719859956397,3.0056486336190953,5.922633211194757,0.16884381732602224
24,0.024000719859956398,3.011583767004401,5.820260982532442,0.17181360131464277
25,0.025000719859956395,3.0174081637897214,5.719091215177809,0.1748529551943699
26,0.026000719859956396,3.0231232481378547,5.619123973478862,0.1779636834353183
27,0.027000719859956397,3.0287304442877607,5.520359320912981,0.1811476285994035
28,0.028000719859956398,3.034231176553478,5.422797320086795,0.18440667075936268
29,0.029000719859956395,3.0396268693230453,5.326438032736055,0.18774272672544837
30,0.030000719859956396,3.044918947057415,5.231281519725508,0.19115774905810676
31,0.031000719859956397,3.050108834289375,5.137327841048787,0.19465372484304014
32,0.032000719859956395,3.0551979556224618,5.044577055828288,0.1982326742030123
33,0.033000719859956396,3.060187735729883,4.953029222315047,0.20189664851858066
34,0.034000719859956396,3.065079599353428,4.862684397888639,0.20564772832762837
35,0.0350007198599564,3.0698749713023923,4.773542639057051,0.2094880208711274
36,0.0360007198599564,3.0745752764524887,4.685604001456574,0.2134196572499807
37,0.0370007198599564,3.0791819397447653,4.598868539851704,0.2174447891550834
38,0.0380007198599564,3.0836963861845246,4.513336308135021,0.22156558512990918
39,0.039000719859956394,3.0881200408402383,4.42900735932709,0.22578422632197487
40,0.040000719859956395,3.0924543288424613,4.345881745576351,0.2301029016764882
41,0.041000719859956396,3.096700675382753,4.263959518159025,0.2345238025223449
42,0.0420007198599564,3.1008605057125895,4.183240727479011,0.2390491164974482
43,0.0430007198599564,3.1049352451422805,4.103725423067778,0.24368102075709558
44,0.0440007198599564,3.1089263190398864,4.025413653584281,0.24842167440595497
45,0.0450007198599564,3.1128351528301303,3.9483054668148623,0.25327321009098874
46,0.0460007198599564,3.11666317199332,3.8724009096731455,0.258237724689618
47,0.047000719859956394,3.120411802064258,3.7977000281999658,0.2633172690245312
48,0.048000719859956395,3.1240824686311575,3.7242028675632617,0.26851383653390987
49,0.049000719859956396,3.1276765973345615,3.6519094720579974,0.273829350823546
50,0.0500007198599564,3.1311956138662533,3.580819885106068,0.27926565202549386
51,0.0510007198599564,3.1346409439681757,3.5109341492562245,0.2848244818866356
52,0.0520007198599564,3.1380140134313415,3.4422523061839847,0.2905074675100097
53,0.0530007198599564,3.141316248094752,3.3747743966915538,0.29631610367209904
54,0.0540007198599564,3.1445490738443107,3.308500460707747,0.30225173364070873
55,0.055000719859956394,3.1477139166117376,3.243430537287912,0.30831552842077475
56,0.056000719859956395,3.150812202373484,3.1795646646138467,0.3145084643596794
57,0.057000719859956396,3.153845357149647,3.116902879993735,0.32083129904965474
58,0.0580007198599564,3.1568148070028834,3.055445219862072,0.3272845454729317
59,0.0590007198599564,3.159721978037325,2.99519171977959,0.3338684443457222
60,0.0600007198599564,3.1625682963974926,2.936142414433194,0.34058293463024836
61,0.0610007198599564,3.1653551882672084,2.878297337635896,0.34742762220019807
62,0.0620007198599564,3.168084079868512,2.821656522326743,0.35440174666454377
63,0.0630007198599564,3.1707563974605764,2.7662200005707662,0.36150414637796907
64,0.0640007198599564,3.173373567338616,2.7119878035589067,0.3687332216935905
65,0.0650007198599564,3.1759370158328046,2.658959961607967,0.37608689654554434
66,0.0660007198599564,3.178448169307189,2.607136504160546,0.383562578485695
67,0.0670007198599564,3.1809084541586023,2.5565174597849856,0.3911571173404403
68,0.0680007198599564,3.1833192968155766,2.5071028561753197,0.398866762700569
69,0.0690007198599564,3.185682123737405,2.458892720149958,0.40668712050967964
70,0.0700007198599564,3.1876110645428666,2.416190677399943,0.4138746206388386
71,0.0710007198599564,3.1894987734217835,2.3778887732078062,0.4205411166692148
72,0.0720007198599564,3.191513699744601,2.3408762140750845,0.4271904656842844
73,0.0730007198599564,3.1935911829490307,2.305123340004229,0.4338162659869495
74,0.0740007198599564,3.195704636481221,2.270599867702842,0.44041225150413515
75,0.07500071985995639,3.197838840118347,2.2372753280845514,0.4469722556928889
76,0.07600071985995639,3.1999833348724365,2.2051183228510696,0.4534904044092597
77,0.07700071985995639,3.2021313060096244,2.17409703602857,0.4599610704712165
78,0.0780007198599564,3.2042769449656103,2.1441789628459897,0.46637898110551845
79,0.0790007198599564,3.20641613452934,2.115331557718555,0.47273912987831007
80,0.0800007198599564,3.208546002170828,2.087521584348931,0.47903696301750387
81,0.0810007198599564,3.2106646596486637,2.0607153474654245,0.48526838082219814
82,0.0820007198599564,3.212769580731704,2.034878812052174,0.49142975693550056
83,0.0830007198599564,3.2148601447591685,2.0099779664294,0.4975178915898453
84,0.0840007198599564,3.216935670727275,1.9859786251200315,0.5035300920922855
85,0.0850007198599564,3.2189950003995715,1.9628459726420904,0.5094643257483669
86,0.0860007198599564,3.221037546746616,1.9405453409801514,0.5153190594840259
87,0.0870007198599564,3.223062968111511,1.9190419013740712,0.521093363977087
88,0.0880007198599564,3.225071269628308,1.898301187921337,0.5267867956691384
89,0.0890007198599564,3.2270621006950817,1.8782882671133585,0.532399641476144
90,0.0900007198599564,3.229035604565032,1.8589680266781412,0.5379328668642769
91,0.09100071985995639,3.230991191929476,1.8403058704938384,0.5433879313397257
92,0.09200071985995639,3.2329285706409454,1.8222676623730265,0.5487668033892243
93,0.0930007198599564,3.234848762112111,1.8048192413592181,0.5540721071030333
94,0.0940007198599564,3.2367515131771833,1.787926766659058,0.5593070245648889
95,0.0950007198599564,3.2386363402189575,1.7715568290650616,0.5644752590453164
96,0.0960007198599564,3.2405030716588596,1.7556759103773452,0.5695812046456065
97,0.0970007198599564,3.2423520934619754,1.740251194912564,0.5746296873252503
98,0.0980007198599564,3.2441833474206567,1.7252499409979507,0.5796261609616759
99,0.0990007198599564,3.2459970545503327,1.7106404571052238,0.5845763765532693
100,0.1000007198599564,3.2477928241882417,1.6963913096450336,0.5894866321905693
101,0.1010007198599564,3.2495713638524952,1.6824719561586936,0.5943635472433861
102,0.1020007198599564,3.2513317913211663,1.668852669977287,0.5992140696360032
103,0.1030007198599564,3.253074569542113,1.655504232334173,0.604045571414851
104,0.1040007198599564,3.2548004521494054,1.6423980920869623,0.6088657827952784
105,0.1050007198599564,3.2565084383016782,1.6295064552346847,0.6136827484098417
106,0.1060007198599564,3.2581992694862776,1.616802321671388,0.6185048020998872
107,0.10700071985995639,3.2598734097821236,1.6042595280746126,0.623340539669521
108,0.10800071985995639,3.2615297896956243,1.591853177805477,0.6281986391349209
109,0.1090007198599564,3.2631696188782797,1.5795589649078332,0.6330881101727973
110,0.1100007198599564,3.2647919739811564,1.5673535481530392,0.6380181428615098
111,0.1110007198599564,3.266398729248731,1.555215051078087,0.6429978923537245
112,0.1120007198599564,3.26798851442333,1.5431222655066907,0.6480367903133364
113,0.1130007198599564,3.269560785641337,1.5310549359612304,0.6531444277485561
114,0.1140007198599564,3.2711172245483797,1.5189941196050654,0.6583303958148288
115,0.1150007198599564,3.272657543271607,1.506922061076619,0.6636043268790895
116,0.1160007198599564,3.274181652400782,1.494822374390864,0.6689758041703766
117,0.1170007198599564,3.275690185116639,1.4826800992744478,0.6744543212587475
118,0.1180007198599564,3.2771823901405157,1.4704812222046104,0.680049486453663
119,0.1190007198599564,3.2786590828151145,1.4582127844690451,0.6857709729681964
120,0.1200007198599564,3.28012014942037,1.4458634399370265,0.6916282495140442
121,0.1210007198599564,3.2815661616167846,1.4334235400668873,0.6976305132768625
122,0.1220007198599564,3.2829972061057737,1.4208842120232674,0.7037871147685218
123,0.12300071985995639,3.284413258814561,1.4082381580119379,0.7101071607175715
124,0.1240007198599564,3.2858141114699917,1.3954793644665715,0.7165996326876927
125,0.1250007198599564,3.287200689932319,1.3826030968174845,0.7232733691265618
126,0.1260007198599564,3.288572581511135,1.3696063362218267,0.730136809061926
127,0.1270007198599564,3.289929780542239,1.3564871716132931,0.7371982728083474
128,0.1280007198599564,3.2912729798485243,1.3432453943056502,0.7444656086216619
129,0.1290007198599564,3.292601650412311,1.3298824065175625,0.7519461834363277
130,0.1300007198599564,3.2939163443927093,1.316400658494127,0.7596471435557713
131,0.1310007198599564,3.2952170998164276,1.3028040058702535,0.7675751651776777
132,0.1320007198599564,3.2965036855549608,1.2890981597218398,0.77573611633716
133,0.1330007198599564,3.29777673355794,1.2752899673396345,0.7841353932126407
134,0.1340007198599564,3.299036031156924,1.2613877550389885,0.7927776340028692
135,0.1350007198599564,3.3002823146114646,1.2474014933737552,0.801666508587683
136,0.1360007198599564,3.301515073244348,1.2333419322113128,0.810805157825986
137,0.1370007198599564,3.3027341883098007,1.219221543994312,0.8201954804078374
138,0.1380007198599564,3.3039401956963865,1.205053829021364,0.8298384486376926
139,0.1390007198599564,3.305133472693115,1.190861848699105,0.8397279676835713
140,0.1400007198599564,3.3063135057983555,1.1769805540144973,0.8496317093678021
141,0.1410007198599564,3.3074801516867858,1.1634497822965968,0.8595128171548975
142,0.1420007198599564,3.308634848315019,1.1501848659517686,0.8694254546398575
143,0.1430007198599564,3.3097770571412397,1.1371425413924479,0.8793972291068147
144,0.1440007198599564,3.310906693474087,1.1242949196210814,0.8894463388103077
